ID	NAZWA	NAZWA_DOD	SUBSTANCJE
RPL:15187	Zioła uspokajające	Species sedativae	Matricariae flos	Crataegi folium cum flore	Lupuli flos	Melissae folium	Menthae piperitae folium	Valerianae radix
RPL:15188	Rywanol 0,1%	Ethacridini lactas	Etacridini lactas
RPL:15189	Zioła moczopędne	Species diureticae	Betulae folium	Equiseti herba	Levistici radix	Phaseoli pericarpium	Solidaginis virgaurea herba (1:1	5-2	5) ekstrahent - etanol 60% (v/v)	Taraxaci radix
RPL:15190	Liść Mięty pieprzowej	Menthae piperitae folium	Menthae piperitae folium
RPL:15191	Zioła żółciopędne	Species cholagogae	Chelidonii herbae	Frangulae cortex	Helichrysi inflorescentia	Menthae piperitae folium	Millefolii herba	Taraxaci herba cum radice
RPL:15192	Zioła wykrztuśne	Species expectorantes	Althaeae folium	Anisi fructus	Liquiritiae radix	Menthae piperitae folium	Thymi herba
RPL:15195	Zioła przeciwbiegunkowe	Species antidiarrhoicae	Menthae piperitae folium	Psylli semen	Rubi fruticosi folium	Salviae folium	Tormentillae rhizoma
RPL:15197	Owocnia Fasoli	Phaseoli pericarpium	Phaseoli pericarpium
RPL:15210	Matrifen 75 mikrogramów/godzinę system transdermalny	Fentanylum	Fentanylum
RPL:15217	Januvia	Sitagliptinum	Sitagliptinum
RPL:15248	Januvia	Sitagliptinum	Sitagliptinum
RPL:15256	Vagical	Preparat złożony	Calendula officinalis TM
RPL:15260	Syrop prawoślazowy Alte	Althaeae sirupus	Acidum benzoicum	Althae radicis maceratio (5:36)
RPL:15267	Zioła do płukania gardła	Species ad gargarisma	Quercus cortex	Chamomillae anthodium	Millefolii herba	Salviae folium	Thymi herba
RPL:15274	Koszyczek Nagietka	Calendulae anthodium	Calendulae anthodium
RPL:15275	Zioła przeciwkaszlowe	Species antibechicae	Althaeae radix	Foeniculi fructus	Plantaginis lanceolatae folium	Thymi herba	Malvae folium
RPL:15278	Ziele Krwawnika	Millefolii herba	Millefolii herba
RPL:15279	Zioła ułatwiające gojenie ran	Species advulnantes	Meliloti herba	Quercus cortex	Hyperici herba	Arnica anthodium	Millefolii herba
RPL:15280	Kwiatostan Głogu	Crataegi inflorescentia	Crataegi inflorescentia
RPL:15282	Liść Szałwii	Salviae folium	Folium Salviae
RPL:15283	Zioła przeciwreumatyczne	Species antirheumaticae	Betulae folium	Equiseti herba	Salicis cortex	Urticae folium	Taraxaci radix	Populi folium	Taraxaci herba
RPL:15286	Zioła poprawiające trawienie	Species digestivae	Absinthii herba	Angelicae radix	Carvi fructus	Cichorii radix	Gentianae radix
RPL:15289	Zioła przeciwgorączkowe	Species antipyreticae	Sambuci flos	Salicis cortex	Tiliae flos	Chamomillae anthodium	Millefolii herba
RPL:15294	Węgiel leczniczy Microfarm	Carbo activatus	Żelaza tlenek (E 172)	Titanii dioxidum (E 171)	Indigotinum (E 132)	Carbo activatus
RPL:15298	Carbo Activ Aflofarm	Carbo medicinalis	Carbo activatus
RPL:15299	Węgiel leczniczy VP	Carbo activatus	Carbo activatus
RPL:15301	Revlimid	Lenalidomidum	Lenalidomidum
RPL:15353	Maść borna Aflofarm	Acidum boricum	Acidum boricum
RPL:15383	Sedalia	Homeopatyczny produkt leczniczy	Chamomilla vulgaris D2	Gelsemium	Passiflora incarnata	Stramonium	Kalium bromatum 9CH	Hyoscyamus niger 9 CH
RPL:15411	Texibax	Esomeprazolum	Esomeprazolum
RPL:15431	Pasta cynkowa	Zinci oxidi pasta	Vaselinum album	Zinci oxidum
RPL:15448	Ospamox 125 mg/5 ml	Amoxicillinum	Amoxicillinum
RPL:15463	Rawel SR	Indapamidum	Indapamidum
RPL:15466	Kwiat Kasztanowca	Hippocastani flos	Hippocastani flos
RPL:15469	Maść pięciornikowa złożona	Tormentillae unguentum compositum	Tormentillae extractum	Ammonii bituminosulfonas	Zinci oxidum
RPL:15470	Liść Melisy	Melissae folium	Melissae folium
RPL:15472	Nasienie Płesznika	Psylli semen	Psylli semen
RPL:15483	Kwiat Bzu Czarnego	Sambuci flos	Sambuci flos
RPL:15484	Insulin Human Winthrop Rapid	Insulinum humanum	Insulinum humanum
RPL:15485	Owoc Kopru włoskiego	Foeniculi fructus	Foeniculi fructus
RPL:15486	Liść Mącznicy	Uvae ursi folium	Liść Mącznicy
RPL:15487	Ziele Skrzypu	Equiseti herba	Equiseti herba
RPL:15488	Valdix	Valerianae radix	Valerianae radix
RPL:15493	Barijodeel	Preparat homeopatyczny
RPL:15496	Diarrheel S	Preparat homeopatyczny	Argentum nitricum	Acidum arsenicosum	Colchicum autumnale	Citrullus colocynthis	Mercurius bijodatus D8	Veratrum D8
RPL:15497	Gastricumeel	Preparat homeopatyczny
RPL:15502	Rheuma - Heel	Preparat homeopatyczny
RPL:15503	Spigelon	Preparat homeopatyczny	Spigelia anthelmia	Atropa belladonna D1	Bryonia	Gelsemium	Melilotus officinalis D4	Natrium carbonicum D6	Acidum silicicum D12	Thujae occidentalis herba
RPL:15508	Sinuspax	Preparat homeopatyczny	Calcarea acetica D2	Calcarea acetica D2	Belladonna	Sabadilla	Hepar sulfuris	Hydrastis canadensis	Kalium sulfuricum	Silicea	Kalium bichromicum	Cinnabaris D8	Manganum sulfuricum D6	Thujae occidentalis herba
RPL:15518	Colocynthis-Homaccord	Preparat homeopatyczny	Citrullus colocynthis	Gnaphalium polycephalium	Gnaphalium polycephalium	Citrullus colocynthis	Citrullus colocynthis	Citrullus colocynthis	Gnaphalium polycephalium	Gnaphalium polycephalium
RPL:15521	Hamamelis-Homaccord	Preparat homeopatyczny	Hamamelis	Hamamelis	Hamamelis	Silybum marianum D200	Silybum marianum D200	Silybum marianum D200
RPL:15523	Leptandra compositum	Preparat homeopatyczny	Acidum arsenicosum	Carbo vegetabilis	Phosphorus	Picrasma excelsa	Podophyllum peltatum D4	Niccolum metallicum	Veronica virginica
RPL:15531	Nux vomica-Homaccord	Preparat homeopatyczny
RPL:15533	Phosphor-Homaccord	Preparat homeopatyczny
RPL:15540	Kiovig	Immunoglobulinum humanum normale	Immunoglobulinum humanum normale
RPL:15543	Sabal-Homaccord	Preparat homeopatyczny	Hepar sulfuris	Hepar sulfuris	Hepar sulfuris	Hepar sulfuris	Serenoa repens	Serenoa repens	Serenoa repens
RPL:15544	Schwef-Heel	Preparat homeopatyczny	Sulfur	Sulfur	Sulfur	Sulfur	Sulfur
RPL:15549	Valerianaheel	Preparat homeopatyczny
RPL:15551	Ziele Drapacza lekarskiego	Cnici benedicti herba	Cnici benedicti herba
RPL:15552	Vomitusheel	Homeopatyczny produkt leczniczy
RPL:15554	Vomitusheel Compositum	Homeopatyczny produkt leczniczy	Cephaelis ipecacuanha D4	Aethusa cynapium D4	Strychnos nux - vomica ferm	Apomorphini hydrochloridum	Colchicum autumnale
RPL:15555	Kwiat Wiązówki	Ulmariae flos	Ulmariae flos
RPL:15578	Desderman N	Preparat złożony
RPL:15587	Echinacea Complexe Nr 40	Preparat homeopatyczny
RPL:15590	Maść ichtiolowa Aflofarm	Ammonii bituminosulfonatis unguentum	Ichthammolum
RPL:15592	Dermatol Aflofarm	Bismuthi subgallas	Bismuthi subgallas
RPL:15596	Spirytus salicylowy	Acidum salicylicum	Acidum salicylicum
RPL:15600	Drosetux	Preparat homeopatyczny	Drosera	Arnica montana	Belladonna	Cina 3 CH	Cuprum gluconicum	Ferrum phosphoricum	Ipeca 3CH
RPL:15624	Depakine Chronosphere 100	Natrii valproas + Acidum valproicum	Acidum valproicum	Natrii valproas
RPL:15625	Depakine Chronosphere 250	Natrii valproas + Acidum valproicum	Acidum valproicum	Natrii valproas
RPL:15630	Angin - Heel SD	Preparat homeopatyczny	Hydrargyrum bichloratum	Phytolacca americana D2	Apis mellifica	Hepar sulfuris	Atropa belladonna D1
RPL:15632	Aerius	Desloratadinum	Desloratadinum
RPL:15633	Luffa compositum - Heel	Preparat homeopatyczny	Aralia racemosa D1	Arsenum iodatum D8	Lobelia inflata	Luffa operculata
RPL:15634	Olej rycynowy	Ricini oleum	Ricini oleum
RPL:15636	Tormentalum	Tormentillae unguentum compositum 	Tormentillae extractum	Zinci oxidum
RPL:15640	Dr Reckeweg R30 Atomare Beckeron	Preparat homeopatyczny	Atropa belladonna D1	Calendula officinalis	Arnica montana	Camphorum	Solanum dulcamara D3	Echinacea	Hamamelis	Hyperici perforati herba	Achillea millefolium	Strychnos nux - vomica ferm	Pini sylvestris aetheroleum	Rosmarini aetheroleum	Toxicodendron quercifolium
RPL:15641	Korzeń Pierwiosnki	Primulae radix	Primulae radix
RPL:15642	Celiprolol Vitabalans	Celiprololi hydrochloridum	Celiprololi hydrochloridum
RPL:15643	Dr Reckeweg R61 Lumbagin	Preparat homeopatyczny
RPL:15644	Nasivin soft 0,05%	Oxymetazolini hydrochloridum
RPL:15645	Vergesin	Rivastigminum	Rivastigmini hydrogenotartras
RPL:15646	Dr Reckeweg Vita-C15 Forte	Preparat homeopatyczny
RPL:15647	Owoc Kolendry	Coriandri fructus	Coriandri fructus
RPL:15648	Dr Reckeweg Vita-C15	Preparat homeopatyczny
RPL:15651	Dr Reckeweg R8 Jutussin	Preparat homeopatyczny
RPL:15652	Santaherba	Preparat homeopatyczny	Yerba santa	Stramonium	Solidaginis herba	Ipeca 3CH	Lobelia inflata	Adrenalinum	Belladonna	Ephedra vulgaris	Galeopsis ochroleuca	Sambucus nigra D4	Crataegus
RPL:15656	Passiflora G.H.L.	Preparat homeopatyczny	Passiflora incarnata	Avena sativa	Belladonna	Secale cornutum	Valerianae officinalis herba
RPL:15657	Tonsilotren	Preparat homeopatyczny
RPL:15658	Klimaktoplant	Preparat homeopatyczny
RPL:15661	Spirytus salicylowy	Spiritus salicylatus	Acidum salicylicum
RPL:15667	Wodoru nadtlenek 3%	Hydrogenii peroxidum	Hydrogenii peroxidum
RPL:15668	Spirytus kamforowy	Camphorae spiritus	Camphorum
RPL:15669	Mircera	Methoxypolyethylene glycolum-epoetinum beta	Methoxypolyethylene glycolum-epoetinum beta
RPL:15671	Maść kamforowa	Camphorae unguentum	Camphorum
RPL:15672	Maść z tlenkiem cynku	Zinci oxidi unguentum	Zinci oxidum
RPL:15678	Stribild	Elvitegravirum + Cobicistatum + Emtricitabinum + Tenofoviri disproxil	Elvitegravirum	Cobicistatum	Emtricitabinum	Tenofoviri disproxilum
RPL:15681	Sinusit - Pascoe	Preparat homeopatyczny	Luffa operculata	Stibium sulfuratum aurantiacum	Euphorbium	Kreosotum
RPL:15699	Depakine Chronosphere 500	Natrii valproas + Acidum valproicum	Acidum valproicum	Natrii valproas
RPL:15700	Orencia	Abataceptum	Abataceptum
RPL:15701	Depakine Chronosphere 750	Natrii valproas + Acidum valproicum	Acidum valproicum	Natrii valproas
RPL:15702	Insulin Human Winthrop Basal	Insulinum humanum	Insulinum humanum
RPL:15703	Depakine Chronosphere 1000	Natrii valproas + Acidum valproicum	Acidum valproicum	Natrii valproas
RPL:15704	Mircera	Methoxypolyethylene glycolum-epoetinum beta	Methoxypolyethylene glycolum-epoetinum beta
RPL:15711	ParoGen	Paroxetinum	Paroxetinum
RPL:15713	Mirena	Levonorgestrelum	Levonorgestrelum
RPL:15716	Syrop tymiankowy złożony	Thymi sirupus compositus	Thymolum	Thymi extractum fluidum
RPL:15718	Czopki glicerolowe	Glyceroli suppositoria	Glycerolum
RPL:15719	Rexorubia	Preparat homeopatyczny	Natrium sulfuricum D2	Silicea	Calcarea acetica D2	Calcarea acetica D2	Calcarea acetica D2	Magnesia phosphorica D1	Ferrum phosphoricum	Rubia tinctoria D6	Juglans pulvis D6
RPL:15720	Urarthone	Preparat homeopatyczny
RPL:15722	L52	Preparat homeopatyczny	Eupatorium cannabinum ex herba ferm 33c	Aconitum napellus	Bryonia	Arnica montana	Gelsemium	China rubra D3	Belladonna	Drosera	Polygala	Eucalyptus
RPL:15723	Maść kamforowa	Camphorae unguentum	Camphorum
RPL:15726	Regulson (Zioła przeczyszczające)	Produkt ziołowy	Graminis rhizoma	Carvi fructus	Frangulae cortex	Lini Semen
RPL:15727	Jodyna	Iodi solutio spirituosa	Iodum	Kalii iodidum
RPL:15733	Maść borna	Acidum boricum	Acidum boricum
RPL:15735	Homeoptic	Preparat homeopatyczny	Calendula officinalis	Calcarea acetica D2	Magnesia carbonica	Silicea	Cineraria maritima	Euphrasia D2	Kalium muriaticum
RPL:15736	Insulin Human Winthrop Comb 15	Insulinum humanum	Insulinum humanum
RPL:15745	Arthrokehlan A D6	Preparat homeopatyczny	Propionibacterium acnes D6 aquos.
RPL:15746	Arthrokehlan "U" D6	Preparat homeopatyczny	Corynebacterium sp. D6 aquos.
RPL:15747	Woda utleniona	Hydrogenii peroxidum	Hydrogenii peroxidum
RPL:15749	Albicansan D5	Preparat homeopatyczny	Candida albicans D5
RPL:15750	Pasta cynkowa	Zinci oxidi pasta	Zinci oxidum
RPL:15751	Quentakehl D5	Preparat homeopatyczny	Penicillium glabrum D5
RPL:15752	Pefrakehl D5	Preparat homeopatyczny	Candida parapsilosis D5 aquos.
RPL:15753	Afrin ND Glicerol	Oxymetazolini hydrochloridum	Oxymetholonum
RPL:15754	Notakehl D5	Preparat homeopatyczny	Penicillium chrysogenum D5
RPL:15756	Nigersan D5	Preparat homeopatyczny	Aspergillus niger D5 aquos.
RPL:15757	Sanukehl Staph D6	Preparat homeopatyczny	Staphylococcus aureus D6 aquos
RPL:15758	Mucedokehl D5	Preparat homeopatyczny	Mucor mucedo D5
RPL:15761	Lokomotiva	Zingiberis rhizoma	Zingiberis rhizoma
RPL:15763	Bio Senes	Sennae folium	Sennae folium
RPL:15764	Sankombi D5	Preparat homeopatyczny	Mucor racemosus D5 aquos.	Aspergillus niger D5 aquos.
RPL:15765	Citrokehl	Preparat homeopatyczny	Acidum citricum	Acidum citricum	Acidum citricum
RPL:15766	Sanuvis	Preparat homeopatyczny	Acidum (S)-lacticum D4	Acidum (S)-lacticum D6	Acidum (S)-lacticum D12	Acidum (S)-lacticum D30	Acidum (S)-lacticum D200
RPL:15767	Latensin D6	Preparat homeopatyczny	Bacillus cereus D4 trit.
RPL:15768	Latensin D4	Preparat homeopatyczny	Bacillus cereus D4 trit.
RPL:15769	Utilin "S" D6	Preparat homeopatyczny	Mycobacterium phlei D6 trit.
RPL:15770	Utilin "S" D4	Preparat homeopatyczny	Mycobacterium phlei D4 trit.
RPL:15771	Utilin D4	Preparat homeopatyczny	Bacillus subtilis D4 trit.
RPL:15772	Utilin D6	Preparat homeopatyczny	Bacillus subtilis D6 trit.
RPL:15773	Recarcin D4	Preparat homeopatyczny	Bacillus firmus D4 trit.
RPL:15774	Recarcin D6	Preparat homeopatyczny	Bacillus cereus D4 trit.
RPL:15775	Exmykehl D4	Preparat homeopatyczny	Candida albicans D5	Candida albicans D5	Penicillium roquefortii D5 trit.
RPL:15776	Mucokehl D5	Preparat homeopatyczny	Mucor racemosus D5
RPL:15779	Mucokehl D4	Preparat homeopatyczny	Mucor racemosus D4 aquos.
RPL:15781	Norditropin SimpleXx	Somatropinum	Somatropinum
RPL:15789	Copegus	Ribavirinum	Ribavirinum
RPL:15793	Czopki glicerolowe	Glyceroli suppositoria	Suppositoria Glyceroli FP
RPL:15794	Atorvox Plus	Amlodipinum + Atorvastatinum	Amlodipini besilas	Atorvastatinum calcicum
RPL:15795	Atorvox Plus	Amlodipinum + Atorvastatinum	Amlodipini besilas	Atorvastatinum calcicum
RPL:15796	Grastofil	Filgrastimum	Filgrastimum
RPL:15797	Intuniv	Guanfacinum	Guanfacini hydrochloridum
RPL:15798	Nasonex	Mometasoni furoas	Mometasoni furoas
RPL:15799	Aprovel	Irbesartanum	Irbesartanum
RPL:15801	Aprovel	Irbesartanum	Irbesartanum
RPL:15802	Aprovel	Irbesartanum	Irbesartanum
RPL:15803	CoAprovel	Irbesartanum + Hydrochlorothiazidum	Hydrochlorothiazidum	Irbesartanum
RPL:15805	Insulin Human Winthrop Comb 25	Insulinum humanum	Insulinum humanum
RPL:15806	CoAprovel	Irbesartanum + Hydrochlorothiazidum	Hydrochlorothiazidum	Irbesartanum
RPL:15807	Glidiamid	Glimepiridum	Glimepiridum
RPL:15808	Glidiamid	Glimepiridum	Glimepiridum
RPL:15810	Glidiamid	Glimepiridum	Glimepiridum
RPL:15811	Glidiamid	Glimepiridum	Glimepiridum
RPL:15814	Ketrel	Quetiapinum	Quetiapini fumaras
RPL:15815	Ketrel	Quetiapinum	Quetiapini fumaras
RPL:15817	Ketrel	Quetiapinum	Quetiapini fumaras
RPL:15819	Tanyz	Tamsulosini hydrochloridum	Tamsulosini hydrochloridum
RPL:15820	Duosol zawierający 2 mmol/l potasu	Preparat złożony	Glucosum	Kalii chloridum	Magnesii chloridum	Natrii chloridum	Natrii hydrogenocarbonas	Calcii chloridum dihydricum
RPL:15822	Duosol nie zawierający potasu	Preparat złożony	Glucosum	Natrii chloridum	Natrii hydrogenocarbonas	Calcii chloridum dihydricum	Magnesii chloridum hexahydricum
RPL:15823	Lisonid 5 mg	Benazeprilum	Benazeprili hydrochloridum
RPL:15824	Lisonid 10 mg	Benazeprilum	Benazeprili hydrochloridum
RPL:15825	Temodal	Temozolomidum	Temozolomidum
RPL:15826	Lisonid 20 mg	Benazeprilum	Benazeprili hydrochloridum
RPL:15827	multiBic z potasem 4 mmol/l roztwór do hemofiltracji	Preparat złożony	Calcii chloridum	Glucosum	Kalii chloridum	Natrii chloridum	Natrii hydrogenocarbonas	Magnesii chloridum hexahydricum
RPL:15828	Meloxistad	Meloxicamum	Meloxicamum
RPL:15829	Meloxistad	Meloxicamum	Meloxicamum
RPL:15832	multiBic z potasem 2 mmol/l roztwór do hemofiltracji	Preparat złożony	Calcii chloridum	Glucosum	Kalii chloridum	Natrii chloridum	Natrii hydrogenocarbonas	Magnesii chloridum hexahydricum
RPL:15835	multiBic z potasem 3 mmol/l roztwór do hemofiltracji	Preparat złożony	Calcii chloridum	Glucosum	Kalii chloridum	Natrii chloridum	Natrii hydrogenocarbonas	Magnesii chloridum hexahydricum
RPL:15836	Plasmalyte	Preparat złożony	Kalii chloridum	Magnesii chloridum	Natrii acetas	Natrii chloridum	Natrii glutamas
RPL:15837	Lipanthyl Supra 215 mg	Fenofibratum	Fenofibratum
RPL:15838	Lotemax 0,5%	Loteprednoli etabonas	Loteprednolu etabonian
RPL:15840	multiBic bezpotasowy roztwór do hemofiltracji	Preparat złożony	Calcii chloridum	Glucosum	Natrii chloridum	Natrii hydrogenocarbonas	Magnesii chloridum hexahydricum
RPL:15841	Elofen	Fenspiridi hydrochloridum	Fenspiridi hydrochloridum
RPL:15844	Insulin Human Winthrop Comb 50	Insulinum humanum	Insulinum humanum
RPL:15847	Bazetham	Tamsulosini hydrochloridum	Tamsulosini hydrochloridum
RPL:15848	Tamsudil	Tamsulosini hydrochloridum	Tamsulosini hydrochloridum
RPL:15850	Apo-Amlo 5	Amlodipinum	Amlodipini besilas
RPL:15852	Uprox	Tamsulosini hydrochloridum	Tamsulosini hydrochloridum
RPL:15854	Diaril	Glimepiridum	Glimepiridum
RPL:15855	Diaril	Glimepiridum	Glimepiridum
RPL:15856	Diaril	Glimepiridum	Glimepiridum
RPL:15857	Diaril	Glimepiridum	Glimepiridum
RPL:15859	Macugen	Pegaptanibum natricum	Pegaptanibum natricum
RPL:15860	Urostad 0,4 mg kapsułka o zmodyfikowanym uwalnianiu, twarda	Tamsulosini hydrochloridum	Tamsulosini hydrochloridum
RPL:15862	Metex PEN	Methotrexatum	Methotrexatum natricum
RPL:15863	Engystol	Preparat homeopatyczny	Vincetoxicum D30	Vincetoxicum D30	Vincetoxicum D30	Sulfur	Sulfur
RPL:15865	Alendronat-ratiopharm 70	Acidum alendronicum	Acidum alendronicum
RPL:15878	Zineryt	Erythromycinum cum zinco	Erythromycinum	Zinci aspartas
RPL:15883	Undofen Max	Terbinafini hydrochloridum	Terbinafini hydrochloridum
RPL:15885	Ryspolit	Risperidonum	Risperidonum
RPL:15886	Ryspolit	Risperidonum	Risperidonum
RPL:15888	Speridan 1 mg	Risperidonum	Risperidonum
RPL:15889	Ryspolit	Risperidonum	Risperidonum
RPL:15890	Speridan 2 mg	Risperidonum	Risperidonum
RPL:15891	Speridan 3 mg	Risperidonum	Risperidonum
RPL:15892	Ryspolit	Risperidonum	Risperidonum
RPL:15893	Speridan 4 mg	Risperidonum	Risperidonum
RPL:15896	Oriven	Venlafaxinum	Venlafaxini hydrochloridum
RPL:15897	Escapelle tabletka 1500 mikrogramów	Levonorgestrelum	Levonorgestrelum
RPL:15902	Oropram 20 mg tabletki powlekane	Citalopramum	Citalopramum
RPL:15907	Strattera	Atomoxetinum	atomoxetinum hydrochloridum
RPL:15909	Strattera	Atomoxetinum	atomoxetinum hydrochloridum
RPL:15910	Strattera	Atomoxetinum	atomoxetinum hydrochloridum
RPL:15911	Strattera	Atomoxetinum	atomoxetinum hydrochloridum
RPL:15912	Strattera	Atomoxetinum	atomoxetinum hydrochloridum
RPL:15913	Bonviva	Acidum ibandronicum
RPL:15921	Rebif 	Interferonum beta-1a	Interferonum beta-1a	Interferonum beta-1a
RPL:15922	Tretoskin	Isotretinoinum	Isotretinoinum
RPL:15923	Tretoskin	Isotretinoinum	Isotretinoinum
RPL:15937	Symglic	Glimepiridum	Glimepiridum
RPL:15938	Symglic	Glimepiridum	Glimepiridum
RPL:15939	Symglic	Glimepiridum	Glimepiridum
RPL:15940	Symglic	Glimepiridum	Glimepiridum
RPL:15941	TamsuLEK	Tamsulosini hydrochloridum	Tamsulosini hydrochloridum
RPL:15942	Atram 25	Carvedilolum	Carvedilolum
RPL:15943	ACC 600	Acetylcysteinum
RPL:15944	Atram 12,5	Carvedilolum	Carvedilolum
RPL:15945	Atram 6,25	Carvedilolum	Carvedilolum
RPL:15947	Xetanor 20 mg	Paroxetinum	Paroxetini hydrochloridum
RPL:15948	Combigan	Brimonidini tartras + Timololum	Thymolum	Brimonidini tartras
RPL:15949	Pemidal	Glimepiridum	Glimepiridum
RPL:15950	Pemidal	Glimepiridum	Glimepiridum
RPL:15951	Pemidal	Glimepiridum	Glimepiridum
RPL:15952	Pemidal	Glimepiridum	Glimepiridum
RPL:15954	MeloxiLek Activ	Meloxicamum	Meloxicamum
RPL:15955	MeloxiLek 15	Meloxicamum	Meloxicamum
RPL:15956	Tamsugen 0,4mg, kapsułki o zmodyfikowanym uwalnianiu, twarde	Tamsulosini hydrochloridum	Tamsulosini hydrochloridum
RPL:15957	Fanipos	Fluticasoni propionas	Fluticasoni propionas
RPL:15958	Noax Uno	Tramadoli hydrochloridum	Tramadoli hydrochloridum
RPL:15964	Noax Uno	Tramadoli hydrochloridum	Tramadoli hydrochloridum
RPL:15969	Noax Uno	Tramadoli hydrochloridum	Tramadoli hydrochloridum
RPL:15970	Dexafree	Dexamethasoni natrii phosphas	Dexamethasoni natrii phosphas
RPL:15971	Ringer Lactate	Preparat złożony	Kalii chloridum	Natrii chloridum	Natrii lactas	Calcii chloridum dihydricum
RPL:15973	Ampril 10 mg tabletki	Ramiprilum	Ramiprilum
RPL:15974	Ampril 5 mg tabletki	Ramiprilum	Ramiprilum
RPL:15975	Ampril 2,5 mg tabletki	Ramiprilum	Ramiprilum
RPL:15977	Efdege	Fludeoxyglucosum [18 F]	Fludeoksyglukoza [18 F]
RPL:15978	Neosynephrin-Pos 10%	Phenylephrinum	Phenylephrini hydrochloridum
RPL:15979	Ringer	Natrii chloridum + Kalii chloridum + Calcii chloridum dihydricum	Kalii chloridum	Natrii chloridum	Calcii chloridum dihydricum
RPL:15983	Intratect	Immunoglobulinum humanum normale ad usum intravenosum	Immunoglobulinum humanum normale
RPL:15989	Setaloft 50 mg	Sertralinum	Sertralini hydrochloridum
RPL:15990	Setaloft 100 mg	Sertralinum	Sertralini hydrochloridum
RPL:15991	Rotarix	Szczepionka przeciw rotawirusom, żywa
RPL:15998	Glimepiride-1 A Pharma	Glimepiridum	Glimepiridum
RPL:15999	Glimepiride-1 A Pharma	Glimepiridum	Glimepiridum
RPL:16000	Glimepiride-1 A Pharma	Glimepiridum	Glimepiridum
RPL:16001	Glimepiride-1 A Pharma	Glimepiridum	Glimepiridum
RPL:16004	Amoclan	Amoxicillinum + Acidum clavulanicum	Acidum clavulanicum	Amoxicillinum
RPL:16005	Lormed 7,5	Meloxicamum	Meloxicamum
RPL:16007	Lormed 15	Meloxicamum	Meloxicamum
RPL:16013	Symglic	Glimepiridum	Glimepiridum
RPL:16016	Ampril HL	Ramiprilum + Hydrochlorothiazidum	Hydrochlorothiazidum	Ramiprilum
